sigma,chi_mag,log_chi_mag,phi_s,unitary_error
0.0,1.4998704529233071,0.40537873966072213,-0.71482478652789,0.4998704529233071
0.001001001001001001,1.4986530741384236,0.4045667541346567,-0.7172642076035377,0.49865307413842364
0.002002002002002002,1.497436687193806,0.40375477111121844,-0.7197075928387245,0.49743668719380607
0.003003003003003003,1.4962212912708448,0.4029427905853991,-0.7221549584280949,0.4962212912708448
0.004004004004004004,1.4950068855516212,0.4021308125521914,-0.7246063206642415,0.4950068855516212
0.005005005005005005,1.493793469218905,0.401318837006587,-0.727061695938497,0.493793469218905
0.006006006006006006,1.4925810414561556,0.4005068639435781,-0.7295211007417342,0.49258104145615556
0.007007007007007007,1.4913696014475195,0.3996948933581562,-0.731984551665172,0.4913696014475195
0.008008008008008008,1.4901591483778318,0.3988829252453134,-0.734452065401193,0.4901591483778318
0.009009009009009009,1.4889496814326146,0.39807095960004146,-0.7369236587441665,0.48894968143261464
0.01001001001001001,1.4877411997980758,0.397258996417332,-0.7393993485912814,0.48774119979807584
0.011011011011011011,1.4865337026611094,0.39644703569217643,-0.7418791519433872,0.4865337026611094
0.012012012012012012,1.4853271892092947,0.39563507741956644,-0.7443630859058434,0.48532718920929474
0.013013013013013013,1.4841216586308956,0.3948231215944934,-0.7468511676893786,0.4841216586308956
0.014014014014014014,1.4829171101148602,0.3940111682119487,-0.7493434146109568,0.48291711011486016
0.015015015015015015,1.4817135428508197,0.3931992172669236,-0.7518398440946541,0.4817135428508197
0.016016016016016016,1.4805109560290886,0.39238726875440944,-0.7543404736725439,0.48051095602908855
0.017017017017017015,1.4793093488406632,0.39157532266939726,-0.7568453209855909,0.47930934884066323
0.018018018018018018,1.4781087204772216,0.39076337900687796,-0.7593544037845552,0.47810872047722164
0.01901901901901902,1.4769090701311234,0.3899514377618427,-0.7618677399309048,0.4769090701311234
0.02002002002002002,1.4757103969954084,0.38913949892928257,-0.7643853473977391,0.4757103969954084
0.02102102102102102,1.4745127002637963,0.38832756250418826,-0.7669072442707197,0.4745127002637963
0.022022022022022022,1.4733159791306862,0.3875156284815507,-0.7694334487490133,0.47331597913068624
0.023023023023023025,1.4721202327911553,0.38670369685636,-0.7719639791462436,0.47212023279115534
